Name,Category,Tourist_Level,Price_Range,Numerical_Price,Best_Season,Vibe,Description,Rating,VibeDescription,Suburb,place_id,image_url,Safety_Level
Holocaust Centre,Culture,6,Free,Free,All Year,"['Reflective', 'Educational', 'History']",A permanent exhibition teaching about genocide through light stories and historical documents.,4.6,"Hushed warmth invites you to feel, reflect, and commit to a kinder, braver future.",Cape Town City Centre,ChIJDb99o3BnzB0RGDakjkK3Wrk,/images/venues/holocaust-centre-f7d5.jpg,normal
Woodstock Street Art,Culture,6,Free,Free,All Year,"['Urban', 'Artistic', 'Vibrant']",Guided or solo tours through side streets revealing murals addressing social justice and identity.,4.3,"Glowing, electric hum wraps you, inviting fearless curiosity and a hush of wonder.",Woodstock,ChIJxXYe1HtdzB0R50FVtNxOwJU,/images/venues/woodstock-street-art-a9b2.jpg,caution
Muizenberg Surfing,Activity,6,Free,Free,All Year,"['Laid-back', 'Coastal', 'Vibrant']",The premier spot for beginners to access gentle waves and a vibrant surf culture.,4.7,"Golden sun, salty breeze, and easy laughter cradle you into a carefree, sunlit rush of joy.",Muizenberg,ChIJAym3sVZAzB0Rkrtalkql8Z0,/images/venues/muizenberg-surfing-f5b1.jpg,normal
Maiden's Cove,Nature,6,Free,Free,Summer,"['Braai', 'Scenic', 'Coastal']",Idyllic coastal spot with designated braai pits and views of the Twelve Apostles.,4.9,"Warm, sun-kissed hush wraps you in easy laughter and unhurried, heart-open moments.",Clifton,ChIJhQCwWgBnzB0RDxCb5GefvtE,/images/venues/maidens-cove-fb20.jpg,normal
Bakoven Beach,Nature,6,Free,Free,Summer,"['Quiet', 'Boulders', 'Intimate']","A smaller, rock-scattered beach tucked between residential homes.",4.7,"Dusk drapes you in a warm, intimate hush, inviting a slow, magnetic glow to linger.",Bakoven,ChIJZ0nesE5mzB0RqC4n7lurQEI,/images/venues/bakoven-beach-7400.jpg,normal
Cecilia Forest,Nature,6,Free,Free,All Year,"['Shady', 'Lush', 'Peaceful']",A hidden gem forest tucked within Table Mountain National Park.,4.8,"Green hush cradles the soul, inviting a slow, sun-washed inhale and lingering, velvet calm.",Newlands,ChIJFVCj8jxozB0RChZ3-ry2NOc,/images/venues/cecilia-forest-48b2.jpg,normal
Blue Bird Garage Market,Food,6,Free,Free Entry,All Year,"['Quirky', 'Local', 'Social']",A weekly market inside an old plane hangar featuring local brews and treats.,4.5,"Warm, electric hum of quirky, local camaraderie inviting lingering, laughter, and connection.",Muizenberg,ChIJP7nmnlRAzB0RUDOqP1opjOE,/images/venues/blue-bird-garage-market-a2aa.jpg,normal
Montebello Centre,Culture,6,RR,Free to Browse,All Year,"['Artistic', 'Tranquil', 'Wooded']",A non-profit incubator supporting local craft and design studios in historic buildings.,4.5,"Amber hush and leafy glow cradle you in a slow, inviting, creative warmth.",Newlands,ChIJcQCt9zNdzB0Rh8F0Akp6pK0,/images/venues/montebello-centre-78c3.jpg,normal
Up Cycles,Activity,6,R,From R100,All Year,"['Active', 'Scenic', 'Breezy']",Bicycle rentals along the promenade for a relaxing coastal ride.,4.9,"Golden warmth, a salt-kissed breeze, and a carefree, sunlit rush toward the horizon.",Camps Bay,ChIJM7Pd_NRRzB0RN9nK85hdqQI,/images/venues/up-cycles-2957.jpg,normal
Chinchilla Rooftop,Drink,6,RRR,From R150,Summer,"['Chic', 'Coastal', 'Sunset']",A stylish rooftop bar in Camps Bay perfect for sunset cocktails.,4.3,"Golden glow and salt-kissed air cradle you in a velvet, sunlit hush of mingled laughter.",Camps Bay,ChIJ9yvW9VJmzB0Rapxiq556WjU,/images/venues/chinchilla-rooftop-a793.jpg,normal
SA Jewish Museum,Culture,6,R,R100 - R250,All Year,"['Hi-tech', 'Cultural', 'Educational']",Explores Jewish history in South Africa with hi-tech displays and Nelson Mandela documentaries.,4.6,"Warmth flows through shared memory and bright curiosity, inviting every heart.",Gardens,ChIJDb99o3BnzB0Rclz4MmRZ2Bg,/images/venues/sa-jewish-museum-e17e.jpg,normal
Norval Foundation,Culture,6,R,R100 - R300,All Year,"['Modern', 'Nature', 'Artistic']",A premier art museum and sculpture garden set on a protected Steenberg wetland.,4.6,Gentle energy and color weave a warm invitation to dream awake.,Tokai,ChIJWd7KtuJBzB0Rsa7pgH8eAH0,/images/venues/norval-foundation-9bbd.jpg,normal
Cafeen,Food,6,RR,R100-R150,All Year,"['Quirky', 'Homey', 'View']",Harfield Village café with stunning mountain views and delicious breakfasts.,4.3,"Warm, lingering glow and a tender hum invite you to sink into easy, sunlit comfort.",Claremont,ChIJC4ypIidDzB0R3k406n7GvKg,/images/venues/cafeen-f1c3.jpg,normal
The Commons,Culture,6,R,R100-R200,All Year,"['Artsy', 'Panoramic', 'Community']","Creative space in Muizenberg for live music, storytelling, and panoramic ocean views.",4.6,"Warm, welcoming hum of creativity, where sunlit air, shared stories, and open doors invite you to belong.",Muizenberg,ChIJuU96Xy9BzB0R2cyqh2E2oIw,/images/venues/the-commons-ad2a.jpg,normal
Magnet Theatre,Culture,6,R,R100-R200,All Year,"['Inspirational', 'Performance', 'Educational']",Observatory theatre known for productions focusing on the human body.,4.4,"Electric warmth hums through the air, inviting you to lean in, breathe easy, and feel utterly alive.",Observatory,ChIJkbTCBQNdzB0RZvoYlOM39nI,/images/venues/magnet-theatre-ba1b.jpg,caution
I Love Coffee,Food,6,R,R100-R200,All Year,"['Purposeful', 'Inclusive', 'Social']",Social enterprise in Claremont empowering deaf youth through hospitality.,4.7,"Warmth hums in the air, inviting every heart to linger, belong, and brighten the morning.",Claremont,ChIJQ0Gn4XBDzB0R4qH-TMdzsco,/images/venues/i-love-coffee-a12a.jpg,normal
Eastern Food Bazaar,Food,6,R,R104-R184,All Year,"['Bustling', 'Canteen', 'Diverse']","An upmarket food court corridor offering affordable Indian, Turkish, and Chinese street food.",4.3,"Electric warmth and color swirl, inviting you to linger in its welcoming glow.",Cape Town City Centre,ChIJNa_uZWNnzB0RVv-g5Wj6Xo4,/images/venues/eastern-food-bazaar-80f6.jpg,normal
Empire Cafe,Food,6,RR,R120-R180,All Year,"['Hidden-Gem', 'Coastal', 'Casual']",Muizenberg gem with surfboards on walls and lovely sea views.,4.5,"Salt-kissed warmth swells into a cozy, sunlit hush that invites you to linger.",Muizenberg,ChIJmZjtWVFAzB0RdBA31qxEELg,/images/venues/empire-cafe-43fe.jpg,normal
Hello Sailor Bistro,Drink,6,RR,R120-R180,All Year,"['Nautical', 'Quirky', 'Social']",Nautically-themed bistro in Observatory with friendly staff and craft beer.,4.3,"Glowing, easygoing energy invites you to linger, share a laugh, and drift into warm, welcoming vibes.",Observatory,ChIJGV_cggRdzB0ROaAz2ObTt2Y,/images/venues/hello-sailor-bistro-0697.jpg,caution
The Dog’s Bollocks,Food,6,RR,R130-R170,All Year,"['Quirky', 'Casual', 'Gourmet']","A hidden gem in Gardens famous for massive gourmet burgers and a unique, unpretentious backyard vibe.",4.7,"Warm, swaggering vibe that invites you to linger, laugh, and lose the clock.",Gardens,ChIJZdIh1ntnzB0RAjkMOWET5X8,/images/venues/the-dog-s-bollocks-9005.jpg,normal
The Poké Co,Food,6,RR,R140,All Year,"['Healthy', 'Fast', 'Asian-fusion']","A popular local brand specializing in healthy, hunger-busting bowls of rice, vegetables, and fresh line-caught fish.",4.7,Harbor-bright warmth and a rhythmic buzz invite you to linger in the glow and savor.,Cape Town City Centre,ChIJCVsE1WVnzB0R_4ezqFSH02g,/images/venues/the-pok-co-f795.jpg,normal
Lievita,Food,6,RR,R150-R250,All Year,"['Neapolitan', 'Quality', 'Authentic']",A highly-rated pizza spot serving authentic Napoletana-style pizzas with top-quality ingredients and a signature pistachio dessert.,4.6,"A cozy, electric warmth wraps you in a carefree, lingering glow of joy.",Green Point,ChIJn9vi9g9nzB0RWFB9i3UqkSs,/images/venues/lievita-80e4.jpg,normal
Mødular.,Drink,6,RR,R150-R250,All Year,"['Dark', 'Underground', 'Electronic']",Underground electronic music mecca with a warehouse-style setting and a strict no-camera policy.,4.3,"Warm pulses ripple through shadowed air, inviting you to lose track of time in velvet neon.",Cape Town City Centre,ChIJFW2YKmFnzB0RfyppqfYyUCk,/images/venues/m-dular-98ae.jpg,normal
The Taproom,Drink,6,RR,R150-R250,All Year,"['Industrial', 'Panoramic', 'Craft-Beer']",Woodstock brewery restaurant with incredible views of Devil’s Peak.,4.3,"A coppery hum of laughter and ember light invites you to linger, forget the clock, taste the night.",Salt River,ChIJd4-GVQhdzB0RGtWuWoqQn_Q,/images/venues/the-taproom-8d6b.jpg,caution
Banana Jam Cafe,Drink,6,RR,R150-R250,All Year,"['Caribbean', 'Festive', 'Craft-Beer']",Colourful Kenilworth spot known for thirty craft beers on tap.,4.5,"Sun-warmed energy hums with laughter and an easy, electric welcome.",Kenilworth,ChIJLctmDeBCzB0RGnnNQe8a96A,/images/venues/banana-jam-cafe-621a.jpg,normal
Curry Club,Food,6,RR,R150-R250,All Year,"['Atmospheric', 'Spiced', 'Social']",Gardens restaurant offering modern Indian family favorites and 2-for-1 deals.,4.5,"Ember-lit warmth hums with laughter, intimate whispers, and a welcome as spicy as memory.",Green Point,ChIJUWGkBINnzB0Rjb6oo_xifjQ,/images/venues/curry-club-1d88.jpg,normal
Tjing Tjing Torii,Food,7,RR,R200 - R350,All Year,"['Cool', 'Urban', 'Japanese']","A trendy city-center spot serving Japanese street-style dishes like gyoza and baos, perfect for group sharing.",4.4,"Low-lit warmth hums with intimate laughter and a magnetic, carefree rhythm that invites lingering.",Cape Town City Centre,ChIJX03wMmRnzB0RHDQQi12W6nc,/images/venues/tjing-tjing-torii-5a29.jpg,normal
Rush Trampoline,Activity,6,RR,R160 - R260,All Year,"['Energetic', 'Active', 'Fun']",A massive indoor trampoline park with dodgeball courts and ninja courses.,4.5,"Warm, electric energy wraps you in a playful, heartbeat-like rush.",Claremont,ChIJ4VLbedFCzB0RudnQ6-aK5A4,/images/venues/rush-trampoline-51cc.jpg,normal
Ferdinando's Pizza,Food,6,RR,R180-R250,All Year,"['Quirky', 'Authentic', 'Warm']",Voted top pizza in SA; a character-filled spot in Observatory.,4.5,"A warm, quirky hum wraps you in velvet lights, inviting slow smiles and easy, lingering laughter.",Observatory,ChIJmdTtGARdzB0RQk9PyYMkK3s,/images/venues/ferdinandos-pizza-77be.jpg,caution
Maria’s Greek Café,Food,6,RR,R180+,All Year,"['Magical', 'Pavement', 'Mediterranean']",A Dunkley Square classic offering Mediterranean plates and chicken souvlaki under the trees of a leafy historic square.,4.6,"Warm hush, gentle glow, and a patient, inviting calm that lingers long.",Gardens,ChIJ4yj-EnpnzB0RGKY9bZACqaM,/images/venues/maria-s-greek-caf-ac20.jpg,normal
Sidecar Adventures,Activity,6,RRR,"R2,000+",Summer,"['Vintage', 'Scenic', 'Fun']",See the city or winelands from the sidecar of a vintage motorcycle.,4.9,"Sun-warmed breeze and easy laughter fuse into a vintage, carefree heartbeat.",Cape Town City Centre,ChIJW32wADpnzB0RPzXh1SP5g08,/images/venues/sidecar-adventures-fe1a.jpg,normal
Afrikaans Monument,Culture,6,R,R20 - R80,All Year,"['Historic', 'Artistic', 'Scenic']",A uniquely constructed monument in Paarl celebrating the Afrikaans language,4.6,"Warm, reverent hush wraps you, inviting a bold, lingering embrace of memory and light.",Paarl,ChIJp-KOxiiozR0RXU5ZOoBBAf0,/images/venues/afrikaans-monument-cc89.jpg,normal
Jarryds Sea Point,Food,6,RR,R200,All Year,"['Brunch', 'Trendy', 'Local']",A beloved brunch spot famous for generous portions and blueberry protein smoothies.,4.5,"Sun-warmed, buzzing glow that wraps you in easy smiles and generous, lingering delight.",Sea Point,ChIJ880OJCBnzB0RLQv_25AQjzo,/images/venues/jarryds-sea-point-8b65.jpg,normal
SkyHi Ride,Activity,6,RR,R200-R250,Summer,"['Thrilling', 'Aerial', 'Brief']",A gravity-defying chair lift launch from the 28th floor of Hotel Sky.,4.6,"Electric wind hums around, a fearless pulse nudging you toward the edge.",Cape Town City Centre,ChIJpV2wUjFnzB0RQ0cqCS8CswA,/images/venues/skyhi-ride-6431.jpg,normal
Bo-Kaap Kombuis,Food,6,RR,R200-R350,All Year,"['Heritage', 'Authentic', 'Panoramic']","Perched on Signal Hill, this family-run restaurant serves traditional Cape Malay curries with incredible city views.",4.3,"Warm saffron light, soulful laughter, and a homey, sunlit hush inviting you to linger.",Bo-Kaap,ChIJyc1tK2hnzB0RMRgKOyWj35Q,/images/venues/bo-kaap-kombuis-7f54.jpg,caution
Tagine,Food,6,RR,R200-R350,All Year,"['Moroccan', 'Colourful', 'Middle-Eastern']",De Waterkant restaurant serving incredible North African breakfasts and stews.,4.6,"Warm, amber hush wraps you in a welcoming pulse, inviting quiet smiles and a lingering, heady glow.",De Waterkant,ChIJvVLh6iNnzB0RiFTs_3wezFw,/images/venues/tagine-98b4.jpg,normal
Cloud 9 Rooftop,Drink,6,RR,R200-R400,Summer,"['360-View', 'Upbeat', 'Social']",Upper CBD boutique hotel bar with a tiered deck and mountain vistas.,4.7,"Warm, magnetic hum lifts you into a golden, social embrace where laughter lingers.",Gardens,ChIJv6NISvlnzB0R66xbnZTX6Xk,/images/venues/cloud-9-rooftop-e079.jpg,normal
Active Sushi,Food,6,RR,R200+,All Year,"['Budget', 'Stylish', 'Social']",Offering a stylish experience with a wallet-friendly all-you-can-eat sushi deal across three popular city locations.,4.3,"Warm, electric buzz, inviting easy laughs and shared, sunlit moments of togetherness.",Cape Town City Centre,ChIJK9JLkWdnzB0RnJzuWE0IM20,/images/venues/active-sushi-dad3.jpg,normal
Cabo Beach Club,Drink,6,RR,R200+,Summer,"['Vibrant', 'Chic', 'Sunset']",A beach lounge by day and club by night with a pool and DJ.,4.1,"Warm glow and velvet hush invite you to melt into a sun-kissed, electric sigh.",V&A Waterfront,ChIJv0rRiqNdzB0RMT3jItV7UjY,/images/venues/cabo-beach-club-a6e1.jpg,normal
Three Wise Monkeys,Food,6,RR,R250-R350,All Year,"['Izakaya', 'Ramen', 'Casual']","A popular Sea Point spot specializing in authentic ramen, sushi, and Japanese street food.",4.4,"Warm lights, a lilting hum, and a cocoon of velvet warmth invite you to linger.",Sea Point,ChIJnecEKiBnzB0RvYu7KO8_as8,/images/venues/three-wise-monkeys-c63a.jpg,normal
SAAF Museum,Culture,3,Free,Free,All Year,"['Aviation', 'Historical', 'Military']",The second-largest military aviation museum in SA located at Ysterplaat Airbase.,4.6,"Warm, reverent air cradles whispers of bygone skies, inviting curious souls to linger.",Ysterplaat,ChIJCdAYcUZczB0RmTVE_NvWwYM,/images/venues/saaf-museum-03bb.jpg,normal
Chavonnes Battery,Culture,6,R,R35 - R100,All Year,"['Historic', 'Military', 'Unique']",features excavated 18th-century VOC coastal ruins and rotating international photo exhibitions.,4.3,Warm hush of memory and inviting echoes wrap you in a velvet glow.,V&A Waterfront,ChIJyXYUKFpnzB0Ru4cif_4XGyk,/images/venues/chavonnes-battery-74b3.jpg,normal
Heart of Cape Town Museum,Culture,6,RR,R350,All Year,"['Medical', 'Historical', 'Pioneering']",Honors the world’s first successful human heart transplant at Groote Schuur Hospital.,4.7,"Warm hush radiates, inviting curious hearts to linger in reverent, glowing wonder.",Observatory,ChIJu-1c6w9dzB0RksQrWHa4Brk,/images/venues/heart-of-cape-town-museum-6e25.jpg,caution
Oudekraal Nature Reserve,Nature,6,R,R40-R140,Summer,"['Relaxed', 'Social', 'Scenic']","Protected nature reserve offering braai spots, a small beach, and calm water perfect for social summer days.",4.5,"Warm sun, easy laughter, and a magnetic hush that invites lingering in golden light.",Oudekraal,ChIJ_WhwLxxmzB0Rpt7WTSpJ6MI,/images/venues/oudekraal-nature-reserve-f956.jpg,normal
Pauline’s,Drink,6,R,R42-R100,All Year,"['Wellness', 'Minimalist', 'Healthy']","A minimalist coffee staple in Sea Point and Gardens focusing on consciously-sourced coffee and organic, vegan treats.",4.6,"Warm, cozy energy wraps you in soft light, inviting slow, mindful moments and easy, lingering smiles.",Sea Point,ChIJFVVtANxnzB0RATKtZsCjFz8,/images/venues/pauline-s-b94a.jpg,normal
Silvermine,Nature,6,R,R5 - R44,All Year,"['Wild', 'Adventurous', 'Serene']","A nature reserve featuring over 1,000 plant species and popular waterfall hikes.",4.7,"Soft, sun-warmed hush and emerald whispers cradle your wandering heart.",Table Mountain,ChIJBR0GWSFqzB0RM6NPJSJFizE,/images/venues/silvermine-34fc.jpg,normal
Labia Cinema,Culture,6,R,R50,All Year,"['Retro', 'Independent', 'Cozy']",The oldest independent art-repertory cinema in South Africa showing curated classics.,4.6,"Velvet hush, warm glow, and intimate vintage charm cradle your soul.",Gardens,ChIJ9SlUsnFnzB0RBuDJN-_3nN8,/images/venues/labia-cinema-f883.jpg,normal
Culture Wine Bar,Drink,6,R,R50 - R150,All Year,"['Elegant', 'Candlelit', 'Social']",unpolished Bree Street venue offering spontaneous tastings of SA’s finest rare vintages.,4.6,"Velvet warmth, soft glow, and mingling energy that invites you to linger.",Cape Town City Centre,ChIJGWwHBaBnzB0RMriGsulfJ3M,/images/venues/culture-wine-bar-42dc.jpg,normal
Honest Chocolate,Food,6,RR,R50 - R150,All Year,"['Indulgent', 'Sweet', 'Ethical']",A bean-to-bar café serving ethically sourced chocolate and decadent treats.,4.5,"Warmth pours over you like melted cocoa, inviting a slow, delicious surrender.",Cape Town City Centre,ChIJb0-WwmVnzB0Rmw4NJmQGZdM,/images/venues/honest-chocolate-ee5f.jpg,normal
Buns Bakery,Food,6,R,R50-R150,All Year,"['Small-batch', 'Vegan', 'Sweet']",Specialized bakery at the Old Biscuit Mill known for artisanal vegan cakes.,4.6,"Cozy, sunlit hum of warm aromas wraps you in hush and hopeful indulgence.",Cape Town City Centre,ChIJ6W5z8vBdzB0RhT1uR6clsiU,/images/venues/buns-bakery-dd1d.jpg,normal
Rosetta Roastery,Drink,6,R,R60-R100,All Year,"['Minimalist', 'Specialized', 'Industrial']",Woodstock espresso bar focusing purely on single-origin coffee beans.,4.7,"Warm amber glow, a hushed, inviting pulse that cradles every moment.",Cape Town City Centre,ChIJiYmWjKlnzB0R8FHe6o6VsQ4,/images/venues/rosetta-roastery-4f08.jpg,normal
Sandboarding (Atlantis),Activity,6,RRR,R699,All Year,"['Fast', 'Dusty', 'Unique']",Blast down white sand dunes up to 35 meters high on a custom board.,4.7,"Sun-warmed laughter and wind-brushed freedom spark a bright, fearless togetherness.",Atlantis,ChIJU2qdVtBozB0RUAR9-iYQByw,/images/venues/sandboarding-atlantis-fc7b.jpg,high
Fish on the Rocks,Food,6,RR,R80-R150,All Year,"['No-frills', 'Seaside', 'Iconic']",A classic Hout Bay harbor shack serving hearty portions of traditional snoek and chips at reasonable prices.,4.3,"Sun-warmed salt air, unpretentious warmth, and a magnetic, easygoing pulse that invites you to linger.",Hout Bay,ChIJXaa6jThpzB0RuEpxuRn3h60,/images/venues/fish-on-the-rocks-6826.jpg,normal
Green Point Park,Nature,7,Free,Free,All Year,"['Family', 'Chill', 'Active']","A lush park featuring a biodiversity garden, fitness equipment, and fun maze for kids.",4.7,"Sun-warmed hush and a welcoming breeze cradle every step, inviting soft laughter and lingering calm.",Green Point,ChIJrfmRVzZnzB0RupuFfQj-5D0,/images/venues/green-point-park-fe53.jpg,normal
The Book Lounge,Culture,7,Free,Free,All Year,"['Literary', 'Cozy', 'Independent']",A CBD bookstore hosting literary events and a dedicated children’s storytelling section.,4.7,"Candlelit warmth and whispered tales cradle you in a velvet, welcoming glow.",Cape Town City Centre,ChIJHa8CgHtnzB0RL2BTH87q41c,/images/venues/the-book-lounge-563f.jpg,normal
Dorp Street,Culture,7,Free,Free,All Year,"['Historical', 'Oak-Lined', 'Quaint']","One of the oldest roads in SA, lined with Cape Dutch and Victorian buildings.",4.3,"Warm hush, copper-tinted light breathing through time-woven calm, inviting a lingering, curious pause.",Stellenbosch,ChIJLax4s1iyzR0RBhTctzvrN9g,/images/venues/dorp-street-6685.jpg,normal
St James Walk,Activity,7,Free,Free,All Year,"['Coastal', 'Gentle', 'Scenic']",A stunning coastal walkway connecting Muizenberg to Kalk Bay via St James.,4.7,"Warm sun, salty breeze, and a tender hush that invites you to linger in the glow.",Muizenberg,ChIJW3LT-plBzB0RGlL8sUcPMeM,/images/venues/st-james-walk-51c0.jpg,normal
Camps Bay Tidal Pool,Nature,7,Free,Free,Summer,"['Refreshing', 'Safe', 'Scenic']","A calm, clear tidal pool protected from large waves at the beach's southern end.",4.6,"Sun-warmed hush and a carefree glow wrap you in a radiant, inviting breeze.",Camps Bay,ChIJx2hw9k1mzB0RYBV9qOtqaT8,/images/venues/camps-bay-tidal-pool-c1ab.jpg,normal
Acrobranch,Activity,7,R,R100 - R300,All Year,"['Adventurous', 'Family', 'Forest']",A wild treetop adventure with ziplines and obstacles suitable for all ages.,4.5,"Leaf-dappled warmth and a magnetic invitation to brave, joyful togetherness.",Hout Bay,ChIJtT9cizhozB0RKMCeRTj5_TU,/images/venues/acrobranch-6f2a.jpg,normal
The Waiting Room,Drink,7,RR,R100-R200,All Year,"['Indie', 'Laid-back', 'Alternative']","Rooftop bar on Long Street with a cool indie feel, hosting live bands and themed dance sessions",4.1,"Velvet-night warmth hums with easy smiles and unhurried, pulse-quick moments.",Cape Town City Centre,ChIJHYW87W9nzB0RQhN3LobmUto,/images/venues/the-waiting-room-0d2d.jpg,normal
Our Local,Food,7,RR,R100-R250,All Year,"['Greenhouse', 'Eclectic', 'Lush']","An eclectic former workshop turned plant-filled nursery cafe, legendary for green shakshuka and social weekend brunches.",4.5,"Sun-warmed greens, twinkling lights, and a lush garden vibe wrap you in a warm, welcoming glow.",Gardens,ChIJS163JlBnzB0R5Bb6f6fSCFQ,/images/venues/our-local-df1e.jpg,normal
Aubergine Restaurant,Food,7,RRR,R1000,All Year,"['Sophisticated', 'Fine-Dining', 'Fusion']",A top-tier Gardens restaurant blending Eastern and Western flavours with local ingredients.,4.5,"Golden dusk wraps you in intimate, refined anticipation.",Gardens,ChIJxx7CBXpnzB0RXHXjYve4xU8,/images/venues/aubergine-restaurant-87be.jpg,normal
Zuney,Food,7,R,R120-R190,All Year,"['Wagyu', 'Modern', 'Sustainable']",A sustainable farm-to-table spot on Kloof Street serving critically acclaimed wagyu smash burgers and dripping-fried chips.,4.8,"Electric warmth envelopes you, inviting lingering, laughter, and a magnetic glow you never want to leave.",Gardens,ChIJD36XE6VnzB0RtrKG4zFjTc0,/images/venues/zuney-ffec.jpg,normal
Clarke’s Bar & Dining Room,Food,7,RR,R120+,All Year,"['Trendy', 'Diner', 'Hipster']",A stylish Bree Street staple serving excellent burgers and well-priced breakfast specials for the local digital nomad crowd.,4.3,"Electric warmth hums through the air, a welcoming glow that makes the night feel like a cozy invitation.",Cape Town City Centre,ChIJnTuF52VnzB0RTGAL7oSEWTU,/images/venues/clarke-s-bar-dining-room-6818.jpg,normal
World of Birds,Nature,7,R,R130,All Year,"['Wild', 'Diverse', 'Natural']","The largest bird park in Africa, home to over 3,000 birds and monkeys.",4.4,"Sun-warmed hush cradles the moment, inviting a rich, playful drift into pure wonder.",Hout Bay,ChIJV4zwUulozB0RG775LSruLeY,/images/venues/world-of-birds-1a23.jpg,normal
Beerhouse on Long,Drink,7,RR,R150-R250,All Year,"['Vibrant', 'Craft-Beer', 'Social']",A lively Long Street venue featuring ninety-nine bottles of craft beer on the wall.,4.2,"Warm, amber glow, a magnetic hum of laughter and shared moments that invite you to linger.",Cape Town City Centre,ChIJHY-CY2VnzB0RHcZbunbhzsY,/images/venues/beerhouse-on-long-aea0.jpg,normal
Jerry’s Burger Bar,Food,7,RR,R150-R250,All Year,"['New-York', 'Casual', 'Industrial']",Sophisticated burger joint offering unique stuffed patties and craft beer.,4.4,"Electric neon, warm grit, and a magnetic pulse inviting you to linger and smile.",Cape Town City Centre,ChIJy8MC73FnzB0Rmq9nXrSDxIU,/images/venues/jerry-s-burger-bar-599b.jpg,normal
Cape Point Vineyards,Food,7,RR,R150-R250,Summer,"['Festive', 'Wine', 'Sunset']",Vineyard famous for its Thursday night market and sunset picnic lawn.,4.3,"Warmth hums, a golden glow wraps curious souls in a cozy, hopeful embrace.",Noordhoek,ChIJ4RIv5klqzB0RK47qApYWst8,/images/venues/cape-point-vineyards-2452.jpg,normal
Asoka,Drink,7,RR,R150-R300,All Year,"['Moody', 'Energetic', 'Glamorous']","Dimly lit cocktail lounge centered around a historic olive tree, known for tapas and live music.",4.3,"Velvet warmth, a whisper of intrigue, inviting you into electric amber glow and bold ease.",Gardens,ChIJl5Jcv3NnzB0RuG1OswkRez0,/images/venues/asoka-2b5b.jpg,normal
The House of Machines,Drink,7,RR,R150-R300,All Year,"['Gritty', 'Motorbike-Culture', 'Social']","Combines custom motorcycles with specialty coffee, cocktails, and live music.",4.5,Warm grit and electric glow pull you into a late-night hush of camaraderie.,Cape Town City Centre,ChIJw4PxgGZnzB0RYeCBVQAgNbY,/images/venues/the-house-of-machines-0d66.jpg,normal
Lourensford Market,Food,7,RR,R150-R300,Summer,"['Festive', 'Scenic', 'Family']",A Friday night and weekend market on a historic Somerset West wine estate.,4.5,"Warm, electric currents of togetherness weave laughter through every corner.",Somerset West,ChIJQwMdnua1zR0RcM1d092KRrI,/images/venues/lourensford-market-0a74.jpg,normal
Leopard Bar,Drink,7,RR,R150-R350,All Year,"['Luxury', 'Romantic', 'Sunset']",High-end hotel bar with a balcony offering epic ocean views and world-class sunset cocktails.,4.1,"Velvet warmth, a chic hush, and a golden glow inviting you to linger in perfected ease.",Oudekraal,ChIJxcLgNiJmzB0RYm1_wHsgjx0,/images/venues/leopard-bar-4175.jpg,normal
Giovanni’s Deliworld,Food,7,RR,R150+,All Year,"['Authentic', 'Italian', 'Bustling']",An iconic Green Point deli where locals gather for espresso and supplies for beach-side picnics.,4.7,"Warmth hums through the room, a lively glow inviting you to linger, laugh, savor.",Green Point,ChIJoSQsuqxnzB0Rza9F8ZJA2eE,/images/venues/giovanni-s-deliworld-ff21.jpg,normal
Between Us,Food,7,RR,R180+,All Year,"['Minimalist', 'Posh', 'Stylish']",A stylish Bree Street sanctuary offering a posh breakfast menu including polenta pancakes and seasonal fruit porridge.,4.4,"Warm candlelight hums with refined ease, inviting you to linger in velvet hush.",Cape Town City Centre,ChIJa4HOVBZnzB0R9iXk9LOQTP0,/images/venues/between-us-7df2.jpg,normal
Kelp Forest Scuba,Activity,7,RRR,"R2,500",All Year,"['Ethereal', 'Underwater', 'Marine']",Dive into the Great African Seaforest to see shy sharks and starfish.,5,"Warm currents of wonder cradle you in velvet glow, inviting fearless dreaming.",Fish Hoek,ChIJneEg_TtBzB0RSntQiwHJ-sE,/images/venues/kelp-forest-scuba-1367.jpg,normal
El Burro,Food,7,RR,R200-R350,All Year,"['Mexican', 'Authentic', 'Social']",Trendy Green Point spot known for authentic tacos and extensive tequila.,4.5,"Warm laughter dances through humming air, inviting you to linger and lose yourself in a shared, sun-bright glow.",Green Point,ChIJY828xkVnzB0RR-G8UTvrLzI,/images/venues/el-burro-4bf7.jpg,normal
Gigi Rooftop,Drink,7,RR,R200-R400,All Year,"['Trendy', 'Sophisticated', 'Panoramic']",Stylish hotel rooftop bar featuring a splash pool and top-tier service with stunning city views.,4.2,"Warmth glows, a soft pulse of nightlife cradles you in velvet ease.",Cape Town City Centre,ChIJpVDOWVlnzB0RYnHAJitnkyw,/images/venues/gigi-rooftop-1a2e.jpg,normal
SunSquare Rooftop Bar,Drink,7,RR,R200-R400,Summer,"['Panoramic', 'Modern', 'Social']",Hotel rooftop featuring a splash pool and cocktails with expansive city views.,4.2,"Warmth hums, inviting smiles and a sunlit buzz that makes the evening feel like coming home.",Cape Town City Centre,ChIJma3B-2ZnzB0R2idaNxA9JNc,/images/venues/sunsquare-rooftop-bar-e7b9.jpg,normal
